id,"name","place","detail","homepage","image","created_at","updated_at","tel","access"
63,"七条武田クリニック＜京都府京都市下京区・西大路駅＞脳ドック
				
			","関西","わたしたちの七条武田クリニックに求められていること、それは地域の患者様の身近なホームドクターとして総合的な診療を行い、体調が優れない時は助け、お体の心配事はなんでも相談にのって、安心を提供することだと思っています。
疾患が悪化したり、さまざまな合併症が生じないよう予防を重視し、日常的にある病気の治療、専門性を生かした診療を行うとともに、時には専門病院へ橋渡ししてまいります。
さらに最近の高齢化社会を背景に、いつでも安心していただける介護サービスへの橋渡しもしっかり行ってまいります。
また七条武田クリニックでは、最新のMRIを導入し、人間ドック・脳ドックの精密検査にも力を入れております。
詳しい健診をご希望の際は、是非当院をご利用下さい。
これまでの経験を活かし、「地域の皆様との出会いを大切にし、丁寧な診察とわかりやすい説明で、人の心にまでふれた医療を目指したい！」、人にやさしい心ある医療を全職員で実現することをお約束いたします。
七条武田クリニックへ行けば、なんとかしてくれる、親切になんでも健康や介護の相談にのってもらえて頼りがいがあると言われるよう、地域に根ざした医療サービスを展開してまいります。
「地域の皆様には、いつまでも元気で生き生きとした毎日をお過ごしいただきたい！」「地域の皆様にはいつも安心にお過ごしいただきたい！」そんな思いを実現することを私のライフワークとさせていただきます。
どうぞよろしくお願いいたします。


【住所：京都府京都市下京区西七条南衣田町３番地】",NULL,"http://www.docknet.jp/img/hospital/D20222/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"西大路"
64,"医療法人社団尚仁会　平島病院健康管理センター＜兵庫県三田市・三田駅＞人間ドック
				
			","関西","私たち、平島病院健康センターでは、受診者の皆様が清潔できれいな空間で気持ちよくドックを受けて頂くために、日々努力をしております。
特に、人間ドックにおきましては、お忙しい方にとって喜ばれるスピーディな対応を心がけております。（日帰りドックは約２～３時間で検査終了します。）
人間ドックは「病気を引き起こすかもしれない要因を早期に発見して、より早く治療すること」が目的です。
平島病院健康管理センターでは予防医学に対する取り組みの一環として、生活習慣病の早期発見に重点をおいた人間ドックを実施しており、様々なニーズにお応えできるように各種オプションを取り揃えております。
又、経験豊富な医師によるＷチェック体制と共に、疾患が見つかった場合は、併設の病院で速やかにフォローアップ致します。
皆様の健康管理や健康増進の為、ぜひ平島病院健康管理センターの人間ドックをご利用ください。

【住所：兵庫県三田市天神1-2-15】",NULL,"http://www.docknet.jp/img/hospital/D20360/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"三田(兵庫県)"
65,"入野医院＜大阪府大阪市浪速区・なんば駅＞人間ドック
				
			","関西","入野医院ではめまいに特化した診療を行っており、周辺地域のほか、多府県からも患者様がご相談に来られます。
当院では内科、脳神経外科、耳鼻咽喉科、眼科の各専門領域から問診・検査を行い、その原因や治療法をトータルな観点から診断し、患者様一人ひとりのニーズにあった治療を目指すように心がけております。

めまい以外にも心筋梗塞、脳卒中、悪性腫瘍といった三大疫病に対しても検査、治療を行っております。
何でもお気軽に相談してくだされば、きっとお役にたてる事があるかと思います。
皆様の受診をお待ちしております。


【住所：大阪府大阪市浪速区元町2-3-19】",NULL,"http://www.docknet.jp/img/hospital/D20286/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"なんば／大阪難波／なんば／なんば／難波"
66,"京都武田病院＜京都府京都市下京区・西大路駅＞人間ドック
				
			","関西","現在、少子・高齢化社会が本格的に到来し、公的介護保険制度の導入、疾病構造の変化、患者ニーズの多様化等々を背景に医療を取り巻く環境は激変しています。こうした環境変化への迅速な対応が医療機関には求められています。そのためには、より良い環境や設備を整えることはいうまでもなく、患者さんに対する温かい心くばりと優しい心くばりと優しい思いやりにうらづけされた医療の提供が不可欠です。

医療法人社団　恵心会　京都武田病院では、患者さんとの信頼関係のもとに患者さんが健康に対する自覚を高め、医療への参加意識を持ち、予防から治療までのニーズに応じた患者さん中心の医療サービスを提供してまいります。また、医療サービスの質的向上を常に意識し、病院機能評価など第三者からの評価を通じ、医療サービスの継続的改善に努めています。

私たちは、地域の皆様から選ばれ、共存できる病院となるために医療・介護の新たな環境作りに今後とも一層の努力を重ねてまいります。


【住所：京都府京都市下京区西七条南衣田町１１番地】",NULL,"http://www.docknet.jp/img/hospital/D20223/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"西大路"
67,"金光診療所＜京都府京都市・北大路駅＞人間ドック
				
			","関西","金光診療所は、消化器内科、糖尿病・内分泌内科、整形外科のクリニックです。
内視鏡検査を含む消化器疾患の診療、糖尿病・内分泌疾患をはじめ、高血圧、高脂血症等の生活習慣病、メタボリックシンドロームの診療、また運動器関連障害、骨粗鬆症の診療からリハビリテーションまで幅広く対応させて頂くことにより、地域の皆様の健康のお手伝いをできる『かかりつけ診療所』でありたいと思っています。


【住所：京都府京都市上京区閻魔前町３３－２】",NULL,"http://www.docknet.jp/img/hospital/D20341/p1.jpg","2016-05-18 07:11:00","2016-05-18 07:11:00",NULL,"北大路"
68,"医療法人輝鳳会　岡山NKクリニック＜岡山県岡山市・岡山駅＞
				
			","中国","がんという病気から、生還している方は、沢山いらっしゃいます。
しかし、その方たちは、がんの標準治療（三大治療）だけではなく、ほとんどの方はご自分で良いと思うことを、あきらめずに積極的に取り組まれての生還です。
いまや「がん」＝「死」ではありません。
「がん」という病気の大きな原因は、強いストレスから来る免疫の低下です。
先端医療の「免疫細胞療法」と、東洋医学の見地からの「自律神経免疫療法」、さらに天然の抗がん剤と言われる「超高濃度ビタミンC点滴療法」を組み合わせ効果の期待できる最強のがんクリニックとして、がん患者様の明るい未来をサポートしています。

がんのリスクを顕在化する「リスクチェッカー」がん専門のスペシャル検査で、より細かい検査項目までデータを解析いたします。

　医療法人輝鳳会
・池袋クリニック
・横浜クリニック
・新大阪NKクリニック


【住所：岡山県岡山市北区大供２－１－１】",NULL,"http://www.docknet.jp/img/hospital/D20238/p1.jpg","2016-05-18 07:17:18","2016-05-18 07:17:18",NULL,"岡山／岡山／岡山／岡山／岡山"
69,"医療法人和香会　倉敷スイートホスピタル＜岡山県倉敷市・中庄駅＞人間ドック
				
			","中国","平成24年に新築オープンしたＪＲ中庄駅から徒歩3分と好立地の、健康診断等には便利な倉敷スイートホスピタルです。洗礼された設計による個性的な空間デザインを用いたエントランス他、スイートストリート、フロアに至るまで、利用される方に心地よい造りになっております。
検診後の料理は「料理の鉄人」湯浅シェフ考案の特別メニューを、1階カフェ・ドゥ・シュクにてご提供させて頂いております。
いつも「元気で健康でありたい・・・」と願う気持ちは皆の願いです。私たちスタッフ一同、社会の為、皆様の幸せの為に貢献して参ります。

*1泊2日ドックにつきましては、月・木曜日とさせていただきます。
*胃カメラかバリウムをお選びいただけます。
　月曜日に胃カメラ、火・木・金曜日にバリウムをさせていただきます。
*お支払いは現金のみとさせていただきます。


【住所：岡山県倉敷市中庄3542番1】",NULL,"http://www.docknet.jp/img/hospital/D20363/p1.jpg","2016-05-18 07:17:18","2016-05-18 07:17:18",NULL,"中庄"
70,"佐々木外科病院　総合健診センター＜山口県山口市・湯田温泉駅＞人間ドック
				
			","中国","健診専用の独立フロアでゆったりと受診ができ、コンピュータと自動化された医療用検査設備を駆使して短時間に実施する総合健診システムを採用しています。
検査データが当日に報告できる体制を整えているため、医師の結果説明において十分な時間をかけ、生活指導の必要な方に対しても生活指導・栄養指導・運動指導・禁煙指導を行っています。佐々木外科病院に併設していますので、必要な方には病院での高度な精密検査や適切な治療へ引き継ぐことができます。
当院総合健診センターは、日本人間ドック学会の「人間ドック健診機能評価」と日本総合健診医学会の「優良総合健診施設」の認定を受けており、また、併設病院である佐々木外科病院は「日本医療機能評価機構」の認定病院です。


【住所：山口県山口市泉都町9番13号】",NULL,"http://www.docknet.jp/img/hospital/D20365/p1.jpg","2016-05-18 07:17:18","2016-05-18 07:17:18",NULL,"湯田温泉／湯田温泉／湯田温泉"
71,"博多ひのきクリニック＜福岡県福岡市・博多駅＞人間ドック
				
			","九州","博多駅前の人間ドックと渡航外来を行っている博多ひのきクリニックです。
土曜と日曜日も開院しておりお忙しい方向けの施設です。
また博多ひのきクリニックでは、中国語と韓国語にも対応しており、外国人のかたにも日本の良質な人間ドックをお受けすることができます。
さらに博多ひのきクリニックは渡航外来(トラベルクリニック)が併設されております。
海外赴任や留学の方では人間ドックとトラベラーズワクチンを同日に接種することも可能です。
お忙しいビジネスマンにとっては、土日を利用して当クリニックを利用されることをお勧めいたします。
海外での健康トラブルの際にも、メールサポートいたします。
ドックは胃カメラやレディースドックまで充実しております。
お気軽のお問い合わせ下さい。

【住所：福岡市福岡市博多区博多駅南1丁目8－34】",NULL,"http://www.docknet.jp/img/hospital/D20303/p1.jpg","2016-05-18 07:18:04","2016-05-18 07:18:04",NULL,"博多"
72,"陣の内脳神経外科クリニック＜福岡市春日市・春日原駅＞脳ドック
				
			","九州","頭痛専門医、国際頭痛マイスターで脳神経医外科の専門医2名が交代で診療致します。
小児頭痛外来、頭痛外来、薬物乱用頭痛、脳過敏症候群、偏頭痛、群発頭痛、緊張型頭痛、頚性神経筋症候群、性交時頭痛、飛行機頭痛などの治療を得意にしています。

他に脳ドック、物忘れドック、神経内科疾患、整形外科的神経障害、腰痛症、交通事故、一般内科疾患の診療可能です。
頭痛の治りにくい方は特に受診をお勧めしています。


こんな症状はありませんか？
・頭痛
・頭鳴、耳鳴り
・めまい、ふらふら感
・ろれつ難、言語障害
・意識消失、失神発作
・複視、視力障害
・歩行障害、全身の筋力低下
・手足のふるえ
・記名力障害
・気分抑うつ、うつ状態、不眠
・顔面のけいれん、痛み

【住所：福岡県春日市春日原北町3丁目63】",NULL,"http://www.docknet.jp/img/hospital/no_img.gif","2016-05-18 07:18:04","2016-05-18 07:18:04",NULL,"春日原／春日(福岡県)"
73,"天神頭痛クリニック＜福岡県福岡市・天神駅＞脳ドック
				
			","九州","天神頭痛クリニックでは、頭痛専門医、国際頭痛マイスターで脳神経医外科の専門医2名が交代で診療致します。
小児頭痛外来、頭痛外来、薬物乱用頭痛、脳過敏症候群、偏頭痛、群発頭痛、緊張型頭痛、頚性神経筋症候群、性交時頭痛、飛行機頭痛などの治療を得意にしています。

他に脳ドック、物忘れドック、神経内科疾患、整形外科的神経障害、腰痛症、交通事故、一般内科疾患の診療可能です。
頭痛の治りにくい方は特に受診をお勧めしています。


こんな症状はありませんか？
・頭痛
・頭鳴、耳鳴り
・めまい、ふらふら感
・ろれつ難、言語障害
・意識消失、失神発作
・複視、視力障害
・歩行障害、全身の筋力低下
・手足のふるえ
・記名力障害
・気分抑うつ、うつ状態、不眠
・顔面のけいれん、痛み


【住所：福岡県福岡市中央区天神２丁目１４－１３－１Ｆ】",NULL,"http://www.docknet.jp/img/hospital/D20362/p1.jpg","2016-05-18 07:18:04","2016-05-18 07:18:04",NULL,"天神／西鉄福岡"
